[2024-12-18 21:31:14] Running: python -m data.simulated-data -d config-05 -c configs/config.yaml -l bootstrap
2024-12-18 21:31:14.836 | INFO     | __main__:main:29 - parameter_set=config-05
2024-12-18 21:31:14.841 | INFO     | __main__:main:34 - path_data=/Users/princess/dnn-paper/final_000
2024-12-18 21:31:14.842 | INFO     | __main__:main:43 - seed=501
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - mu_ps = 0.8
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - sigma_ps = 0.06
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - cons_c_min = 0.1
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - cons_c_max = 1.4
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - gamma_c_inv_mu = 0.6
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - gamma_c_inv_sigma = 0.05
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - mu_gamma_p = 2.5
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - sigma_gamma_p = 0.1
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - prob_cp = 0.1
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - delta_cp = 1.4
2024-12-18 21:31:14.842 | INFO     | __main__:main:68 - own_price_method = probability
2024-12-18 21:31:14.845 | INFO     | __main__:main:106 - J = 250
2024-12-18 21:31:14.845 | INFO     | __main__:main:107 - C = 25
2024-12-18 21:31:14.845 | INFO     | __main__:main:110 - create coupons (random agent)
2024-12-18 21:31:15.014 | INFO     | __main__:main:140 - fraction_discounts = 1
2024-12-18 21:31:15.014 | INFO     | __main__:main:148 - n(burnin coupons) = 50,000
2024-12-18 21:31:15.014 | INFO     | __main__:main:152 - n(coupons) = 500,000
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - I = 1,000
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - J = 250
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - C = 25
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - n_weeks_burnin = 10
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - n_coupons_burnin = 50,000
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - keeping burnin data
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - build data_i
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - add w_i_cons to data_i
2024-12-18 21:31:15.014 | INFO     | modules.simulation:_log:974 - build W_i
2024-12-18 21:31:15.017 | INFO     | modules.simulation:_log:974 - build data_beta_i_p
2024-12-18 21:31:15.018 | INFO     | modules.simulation:_log:974 - add cons_c to data_c
2024-12-18 21:31:15.018 | INFO     | modules.simulation:_log:974 - add gamma_c to data_c
2024-12-18 21:31:15.018 | INFO     | modules.simulation:_log:974 - add p_c to data_c
2024-12-18 21:31:15.018 | INFO     | modules.simulation:_log:974 - add gamma_c_inv to data_c
2024-12-18 21:31:15.025 | INFO     | modules.simulation:_log:974 - build cons_ic
2024-12-18 21:31:15.031 | INFO     | modules.simulation:_log:974 - build Gamma_c
2024-12-18 21:31:15.032 | INFO     | modules.simulation:_log:974 - build gamma_ic
2024-12-18 21:31:15.034 | INFO     | modules.simulation:_log:974 - build gamma_ic_p
2024-12-18 21:31:15.092 | INFO     | modules.simulation:_log:974 - build Beta_c
2024-12-18 21:31:15.093 | INFO     | modules.simulation:_log:974 - build beta_ijc
2024-12-18 21:31:15.360 | INFO     | modules.simulation:_log:974 - setup done
2024-12-18 21:31:15.361 | INFO     | modules.simulation:_log:974 - start burnin
2024-12-18 21:31:15.361 | INFO     | modules.simulation:_log:974 - initialize data (burn in)
2024-12-18 21:31:15.524 | INFO     | modules.simulation:_log:974 - burn in done
2024-12-18 21:31:15.525 | INFO     | __main__:main:190 - gym init done
